name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Clostridioides difficile 2007855	699033	leaf	4180217	1	0	0.0
Clostridioides difficile BI1	699034	leaf	4464700	1	0	0.0
Clostridioides difficile M120	699035	leaf	4047729	1	0	0.0
Clostridioides difficile M68	699037	leaf	4308325	5	1	0.0
Mycobacterium neoaurum VKM Ac-1815D	700508	leaf	5424637	5	0	0.0
Alicyclobacillus sp. BT11	700522	species	2529	1	0	0.0
Niastella koreensis GR20-10	700598	leaf	9040345	2	2	0.0
uncultured Burkholderiales Genera incertae sedis bacterium	700603	species	9079	1	0	0.0
Escherichia coli O55:H7 str. CB9615	701177	leaf	5452353	158	1	0
[Enterobacter] lignolyticus SCF1	701347	leaf	4814412	61	6	0
Pediococcus claussenii ATCC BAA-344	701521	leaf	1979649	1	0	0.0
Novosphingobium sp. PP1Y	702113	species	5318249	5	0	0.0
Pseudomonas arsenicoxydans	702115	species	6535068	6	0	0.0
Listeria seeligeri FSL N1-067	702453	leaf	740	2	0	0.0
Listeria marthii FSL S4-120	702457	leaf	7666	9	0	2.79151e-84
Enterobacter sp. FN302	702844	species	1421	1	0	0
Salmonella enterica subsp. enterica serovar Saintpaul str. SARA26	702982	leaf	4686793	2611	76	0
Synura echinulata	703082	species	19362	1	0	0.0
Kibdelosporangium sp. MJ126-NF4	703222	species	12163872	1	1	0.0
Staphylococcus aureus 04-02981	703339	leaf	2822176	64	62	1.52589e-08
Bacillus subtilis subsp. spizizenii ATCC 6633	703612	leaf	151890	31235	138	3.00813e-76
Pantoea ananatis LMG 20103	706191	leaf	4710313	9	0	0.0
Saccharomyces arboricola	706196	species	192173	427	9	1.30849e-06
Calliodis sp. ML-2010a	706310	species	3830	1	1	0.0
Desulfomonile tiedjei DSM 6799	706587	leaf	6538992	1	0	0.0
Jeotgalibaca dankookensis	708126	species	2119849	1	1	0.0
bacterium TERI 13006	709498	species	464	33	0	4.5294e-136
bacterium TERI 2003	709499	species	453	35	0	7.75682e-123
bacterium TERI 2007	709500	species	474	34	0	0
Micromonospora zamorensis	709883	species	7102172	6	6	0.0
Mycobacterium rhodesiae NBB3	710685	leaf	6417501	3	0	0.0
Intrasporangium calvum DSM 43043	710696	leaf	4026630	1	1	0.0
uncultured Chromatiales bacterium HF0200_41F04	710740	species	45048	1	0	0.0
Helper vector pTKRED	711475	species	10726	26	0	0
Lactobacillus sp. oral taxon A89	712336	species	3010	1	1	0
Pantoea vagans C9-1	712898	leaf	4888815	6	2	0.0
Lactobacillus fermentum CECT 5716	712938	leaf	2101010	65143	9545	1.27202e-05
Lactobacillus salivarius CECT 5713	712961	leaf	2137159	119	0	7.08201e-38
Thioalkalivibrio paradoxus ARh 1	713585	leaf	3758949	9	9	0.0
Amycolatopsis mediterranei S699	713604	leaf	20602443	10	0	0.0
Lactobacillus sanfranciscensis TMW 1.1304	714313	leaf	1376612	1882	1	6.19118e-09
Bacillus sp. BIHB 338	714564	species	1509	1	0	0
Salmonella phage ST160	714583	species	40986	181	0	5.92371e-65
Nephtys caeca	714603	species	5834	5	0	1.51952e-06
Escherichia coli IHE3034	714962	leaf	5108383	172	0	7.67447e-313
Erwinia amylovora ATCC 49946	716540	leaf	3907218	4	0	0.0
Enterobacter cloacae subsp. cloacae ATCC 13047	716541	leaf	5598920	184	72	3.55922e-153
Oceanicoccus sagamiensis	716816	species	4473531	1	1	0.0
Thermobacillus composti KWC4	717605	leaf	4360125	2	1	0.0
bacterium RB8U3	717707	species	1172	1	0	0
Thiomicrospira cyclica ALM1	717773	leaf	1938137	1	1	0.0
Trametes versicolor FP-101664 SS1	717944	leaf	19994229	1	1	0.0
Faecalitalea cylindroides T2-87	717960	leaf	1966750	4	4	0.0
Coprococcus catus GD/7	717962	leaf	3524724	2	1	0.0
Auricularia subglabra TFB-10046 SS5	717982	leaf	29418982	2	1	0.0
Edwardsiella tarda FL6-60	718251	leaf	3729165	1	0	0.0
Enterobacter cloacae subsp. cloacae NCTC 9394	718254	leaf	4908759	48	0	0.0
Roseburia intestinalis XB6B4	718255	leaf	4287703	5	0	0.0
Salmonella enterica subsp. enterica serovar Typhimurium str. T000240	718274	leaf	5069994	3	1	9.17626e-199
Bacillus atrophaeus 1942	720555	leaf	4170791	26	0	0
Klebsiella sp. enrichment culture clone SRC_DSB12	720791	species	1504	1	0	0
Saccharomyces cerevisiae Kyokai no. 7	721032	leaf	82005	34	10	0.0
Acidovorax ebreus	721785	species	8493	145	0	0
Mycobacterium shigaense	722731	species	5237458	1	0	0.0
Anncaliia algerae	723287	species	96480	3	0	0.0
Dichomitus squalens LYAD-421 SS1	732165	leaf	18227500	17	17	0.0
Rahnella sp. Y9602	741091	species	5614252	2	0	0.0
Enterococcus sp. GSC-2	741098	species	1526	1	1	0.0
Pseudomonas alcaliphila JAB1	741155	leaf	5344003	179	14	0
Coniophora puteana RWD-64-598 SS2	741705	leaf	20865439	6	3	0.0
Delftia sp. Cs1-4	742013	species	6690870	25	9	0.0
Tokudaia muenninki	742503	species	3960577	1	0	0.0
Polistes dominula	743375	species	65063280	19	12	0.0
Spiroplasma eriocheiris CCTCC M 207170	743698	leaf	1380475	1	0	0.0
Isoptericola variabilis 225	743718	leaf	3308595	32	32	0.0
Pseudomonas fulva 12-X	743720	leaf	4921277	76	57	0
Pseudoxanthomonas suwonensis 11-1	743721	leaf	3419519	10	1	0.0
Treponema caldarium DSM 7334	744872	leaf	3241577	1	0	0.0
Salmonella enterica subsp. enterica serovar Montevideo str. 531954	745022	leaf	4140	1	1	0.0
Escherichia coli 1303	745156	leaf	5156928	1483	184	4.37214e-08
Bacillus sp. IR-451	745221	species	922	1	0	0
Rahnella aquatilis CIP 78.65 = ATCC 33071	745277	leaf	5467553	10	9	0.0
Bacillus sp. BS-01	745376	species	23170	16	0	0.0
Streptomyces sp. SF2575	746675	species	53273	4	0	0.0
Escherichia sp. enrichment culture clone NBAR001	747404	species	1361	1	0	0
Heterobasidion irregulare TC 32-1	747525	leaf	16553927	1	0	0.0
Cloning vector pTARa	748102	species	15462	1	0	0.0
Azoarcus sp. KH32C	748247	species	5819155	8	3	0.0
Pseudogulbenkiania sp. NH8B	748280	species	4339066	19	6	0.0
Halobacteroides halobius DSM 5150	748449	leaf	2649372	1	0	0.0
Yersinia pestis str. Pestoides B	748678	leaf	4794427	1	0	0.0
Amycolatopsis mediterranei U32	749927	leaf	10308273	5	0	0.0
Human artificial chromosome vector 21HAC4	751903	species	81109	1	0	0.0
Halobacterium sp. DL1	751944	species	3162560	2	0	0.0
Mesorhizobium australicum WSM2073	754035	leaf	6209519	1	0	0.0
Shigella dysenteriae 1617	754093	leaf	4480561	20151	21	1.01356e-08
Escherichia sp. B1147	754307	species	10561	3	0	0.0
Escherichia sp. E1195	754313	species	3950	2	0	0
Escherichia sp. E472	754317	species	1513	1	0	0.0
Escherichia sp. TW09231	754327	species	10561	38	0	8.40587e-80
Polaribacter sp. SA4-10	754397	species	3437759	3	3	0.0
Methylophaga frappieri	754477	species	2751593	195	73	0
Paraburkholderia sprentiae WSM5005	754502	leaf	7831307	2	2	0.0
Aggregatibacter actinomycetemcomitans ANH9381	754507	leaf	2140864	1	0	0.0
Escherichia sp. AI(2010)	755096	species	1016	1	0	0
Streptoalloteichus sp. ATCC 53650	756733	species	137505	2	0	0.0
Bacillus sp. WP8	756828	species	3711289	1	0	0.0
Herbaspirillum seropedicae SmR1	757424	leaf	5538938	11	0	0.0
Burkholderia sp. RPE64	758793	species	6983149	2	1	0.0
Escherichia coli ECC-1470	758831	leaf	4903812	25	1	0
Bacillus sp. SjRM16103	759120	species	410	1	0	0.0
Chaetomium thermophilum var. thermophilum DSM 1495	759272	leaf	11908358	1	1	0.0
Colletotrichum higginsianum IMI 349063	759273	leaf	20612046	1	1	0.0
uncultured deep-sea bacterium	759664	species	1365099	26	10	4.50655e-09
Brachyspira pilosicoli 95/1000	759914	leaf	2587149	3	0	0.0
Hippea maritima DSM 10411	760142	leaf	1694915	1	0	0.0
Phytophthora parasitica INRA-310	761204	leaf	44258841	1	0	0.0
Leuconostoc kimchii IMSNU 11154	762051	leaf	2101904	5	4	0.0
Achromobacter xylosoxidans A8	762376	leaf	7462174	116	8	0.0
Leuconostoc gelidum subsp. gasicomitatum LMG 18811	762550	leaf	1961960	1	0	0.0
Rhodothermus marinus SG0.5JP17-172	762570	leaf	3334493	1	0	0.0
Mesorhizobium huakuii 7653R	763057	leaf	6883685	10	0	0.0
Phycomyces blakesleeanus NRRL 1555(-)	763407	leaf	18534965	2	1	0.0
Mesorhizobium ciceri biovar biserrulae WSM1271	765698	leaf	6690556	1	0	0.0
Thiocystis violascens DSM 198	765911	leaf	5020783	1	1	0.0
Thioflavicoccus mobilis 8321	765912	leaf	4139095	4	0	0.0
Lactobacillus sp. T13/5	765942	species	1358	93	0	0
Lactobacillus sp. T17/4D	765943	species	1359	113	0	0
Parachlamydia acanthamoebae UV-7	765952	leaf	3074906	1	1	0.0
Bacillus paralicheniformis ATCC 9945a	766760	leaf	4394073	14	0	0
Debaryomycetaceae	766764	family	0	8	0	0.0
Frateuria aurantia DSM 6220	767434	leaf	3605427	2	0	0.0
Lactobacillus fermentum F-6	767453	leaf	2064620	54564	6349	6.3174e-06
Lactobacillus delbrueckii subsp. bulgaricus ND02	767455	leaf	2132700	66	0	0
Lactobacillus helveticus H9	767456	leaf	1871119	20	0	0.0
Lactobacillus helveticus H10	767462	leaf	2173121	34	0	0
Halomonas elongata DSM 2581	768066	leaf	4087344	2	2	0.0
Bacillus sp. UEB-S	768477	species	40595	19	0	0
Enterococcus hirae ATCC 9790	768486	leaf	2918586	51	0	0
Serratia sp. AS12	768490	species	5443009	10	0	0.0
Serratia plymuthica AS9	768492	leaf	5442880	6	0	0.0
Serratia sp. AS13	768493	species	5442549	10	0	0.0
Desulfosporosinus orientis DSM 765	768706	leaf	5870056	2	2	0.0
Sordaria macrospora k-hell	771870	leaf	15436779	3	0	0.0
Opitutaceae bacterium TAV5	794903	species	7417673	7	7	0.0
Cloning vector Crypto RNAi HP-Frame	795389	species	8419	5	0	4.76013e-54
Hydrogenophaga sp. PBC	795665	species	5248612	110	66	0.0
Sugiyamaella lignohabitans	796027	species	23955283	6	1	0.0
Bacillus methanolicus MGA3	796606	leaf	3464195	7	1	0.0
Salmonella enterica subsp. enterica serovar Newport str. CVM 22425	796730	leaf	4991133	103	16	8.27067e-10
Salmonella enterica subsp. enterica serovar Newport str. CVM 21538	796731	leaf	4875940	165	66	1.68773e-09
Salmonella enterica subsp. enterica serovar Newport str. CVM 22513	796732	leaf	4951115	35	0	4.14139e-10
Salmonella enterica subsp. enterica serovar Newport str. CVM 21550	796733	leaf	4978519	1	0	0
Halopiger xanaduensis SH-6	797210	leaf	4357220	6	6	0.0
Pseudomonas litoralis	797277	species	3992510	95	82	0.0
Halostagnicola larsenii XH-48	797299	leaf	4133006	1	0	0.0
Natrinema pellirubrum DSM 15624	797303	leaf	4361887	11	9	0.0
Fonsecaea nubica	856822	species	17976209	2	1	0.0
Bacillus sp. 0712C9-4	857403	species	1511	13	0	0
Thermoanaerobacterium xylanolyticum LX-11	858215	leaf	2536215	1	0	0.0
Salmonella enterica subsp. enterica serovar Newport str. CVM 22462	858305	leaf	5121199	15	0	0.0
Salmonella enterica subsp. enterica serovar Newport str. CVM N18486	858306	leaf	4755838	15	0	0.0
Salmonella enterica subsp. enterica serovar Newport str. CVM 21554	858308	leaf	4726694	5054	2632	1.24317e-07
Corynebacterium variabile DSM 44702	858619	leaf	3435346	3	0	0.0
Salmonella enterica subsp. enterica serovar Montevideo str. 507440-20	859199	leaf	4695749	439	39	0
Candidatus Blochmannia vafer str. BVAF	859654	leaf	723133	1	1	0.0
Ralstonia solanacearum CFBP2957	859656	leaf	5584644	1	1	0.0
Kibdelosporangium phytohabitans	860235	species	11761206	1	0	0.0
Agrobacterium sp. H13-3	861208	species	5587663	1	1	0.0
Azospirillum lipoferum 4B	862719	leaf	6847045	4	2	0.0
Streptomyces sp. SirexAA-E	862751	species	7418916	2	1	0.0
Haemophilus parainfluenzae T3T1	862965	leaf	2087241	3	3	0.0
Clostridium acetobutylicum EA 2018	863638	leaf	4132226	1	0	0.0
Listeria monocytogenes serotype 7 str. SLCC2482	863767	leaf	2986789	1329	292	1.12486e-08
Bacillus sp. UY976	864514	species	900	1	0	0.0
Expression vector pEDMS1	864707	species	7909	4	0	0.0
Clostridium beijerinckii ATCC 35702	864803	leaf	5999050	2	0	0.0
Escherichia coli 'BL21-Gold(DE3)pLysS AG'	866768	leaf	4571301	26	8	0.0
Halobacillus halophilus DSM 2266	866895	leaf	4217980	22	17	0.0
Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. 08-1736	866913	leaf	4822189	28	1	0
Ornithobacterium rhinotracheale DSM 15997	867902	leaf	2402851	7	0	0.0
Stenotrophomonas maltophilia JV3	868597	leaf	4544831	4	0	0.0
Escherichia coli UM146	869729	leaf	5107563	529	240	3.25478e-09
Staphylococcus aureus subsp. aureus JKD6159	869816	leaf	2832165	1658	722	4.18466e-08
Bacillus sp. MAN2	870912	species	924	1	0	0
Bacillus sp. MAN3	870913	species	981	1	0	0
bacterium VF4(2010)	871367	species	1515	12	0	0
Salmonella enterica subsp. enterica serovar Montevideo str. MB110209-0055	871589	leaf	8434	1	1	0.0
Bacillus sp. PRGAD-3	873179	species	1511	1	0	0
Mycobacterium sinense	875328	species	4645844	1	0	0.0
Cupriavidus sp. USMAA2-4	876364	species	8701580	210	19	0.0
Enterobacteria phage Phi75	876448	species	41136	2	0	6.64964e-77
Enterobacteria phage UAB_Phi20	876449	species	41809	2	0	5.53049e-80
rumen bacterium enrichment culture clone Y14	877188	species	1523	1	0	0
Firmicutes bacterium SH-5-2	877497	species	1190	1	0	0.0
bacterium NTN33	877520	species	803	1	0	0.0
Attactagenus plumbeus	877841	species	820	5	5	0.0
Listeria monocytogenes SLCC2378	879088	leaf	2942074	285	44	1.39504e-09
Listeria monocytogenes SLCC2540	879089	leaf	2977672	1841	517	9.4414e-08
Listeria monocytogenes SLCC7179	879090	leaf	2882234	236	95	0
Shinella sp. HZN7	879274	species	7383244	3	3	0.0
Cutaneotrichosporon oleaginosum	879819	species	12963187	2	2	0.0
Cyclobacterium marinum DSM 745	880070	leaf	6223629	11	10	0.0
Bernardetia litoralis DSM 6794	880071	leaf	4926058	5	2	0.0
Lactobacillus helveticus R0052	880633	leaf	2141811	75	0	0
Bacillus sp. 6H	880949	species	605	1	1	0.0
Lactobacillus sp. TTp13	881263	species	2058	382	0	0
Nematocida parisii ERTm1	881290	leaf	3108159	1	1	0.0
Listeria ivanovii subsp. ivanovii PAM 55	881621	leaf	2929729	103	11	4.14799e-46
Staphylococcus saprophyticus subsp. saprophyticus MS1146	881952	leaf	66104	469	0	4.07314e-192
Listeria monocytogenes L312	882094	leaf	2912346	925	72	1.44842e-09
Listeria monocytogenes ATCC 19117	882095	leaf	5918330	489	56	2.43572e-09
Listeria monocytogenes SLCC2376	882097	leaf	2840899	513	0	0
bacterium F11SSA	884450	species	713	1	0	0.0
Escherichia coli str. 'clone D i14'	885275	leaf	5038386	18	0	0.0
Escherichia coli str. 'clone D i2'	885276	leaf	5038386	18	0	0.0
Fukomys damarensis	885580	species	138377006	1	1	0.0
Desulfosporosinus acidiphilus	885581	species	1448	1	0	0.0
Muricauda ruestringensis DSM 13258	886377	leaf	3846160	1	1	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_0968	886715	leaf	4739031	44	0	0
Bacillus sp. BS-02	887059	species	16543	26	0	7.47098e-67
Rhizobium taibaishanense	887144	species	11221	2	0	0.0
Binary vector pBI121-ELEMENTS	887276	species	16746	164	0	4.24122e-55
Lactobacillus delbrueckii subsp. lactis DSM 20072	888027	leaf	2178727	102	5	0
Eubacterium minutum ATCC 700079	888721	leaf	1906764	1	0	0.0
Minicystis rosea	888845	species	16042216	1	1	0.0
Erwinia amylovora ATCC BAA-2158	889211	leaf	3856731	5	0	0.0
Spirochaeta africana DSM 8902	889378	leaf	3291208	1	0	0.0
Alkalitalea saponilacus	889453	species	4777636	4	0	0.0
Staphylococcus aureus subsp. aureus ECT-R 2	889933	leaf	2759052	1	1	7.43239e-10
Albugo laibachii Nc14	890382	leaf	32766970	7	0	0.0
Plautia stali symbiont	891974	species	4100500	7	2	0.0
Salmonella enterica subsp. enterica serovar Choleraesuis str. SCSA50	904139	leaf	1626	21	0	0
Escherichia phage HK75	906668	species	36661	13	0	9.30617e-109
Cyberlindnera suaveolens	907738	species	129393	1	1	0.0
Cloning vector pKaKa2	908465	species	18909	1	0	0.0
Cloning vector pGNS-BAC	909673	species	16500	42	0	0
Propionibacterium acnes 266	909952	leaf	2498816	1	0	4.39447e-279
Lactobacillus johnsonii DPC 6026	909954	leaf	1967076	1156	0	0
Pseudomonas aeruginosa C-NN2	910265	leaf	6902967	5916	225	7.62335e-10
Escherichia coli P12b	910348	leaf	4937982	3629	308	5.83469e-08
Salinicoccus sp. JAS4	911526	species	1056	1	0	0.0
Culicoides enderleini	912081	species	42434	1	1	0.0
Salmonella enterica subsp. enterica serovar Gaminara	913070	leaf	5036084	598	3	0
Phagemid vector pGALD7DLFN	913414	species	4719	126	0	2.28607e-18
Phagemid vector pGALD9DLFN	913417	species	4716	126	0	5.46198e-05
Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001	913848	leaf	2956417	85	18	0
Vibrio cholerae O1 str. 2010EL-1786	914149	leaf	4077740	1	0	0.0
Expression plasmid pBAD-IEE	915494	species	7828	86	0	2.17994e-05
Xanthomonas vesicatoria ATCC 35937	925775	leaf	5360119	2	0	0.0
Methylobacterium sp. AMS5	925818	species	5600646	3	1	0.0
Acidiphilium multivorum AIU301	926570	leaf	4214865	4	0	0.0
Nitrososphaera viennensis EN76	926571	leaf	2530503	1	0	0.0
Expression vector pIGALBSTP	927626	species	4334	1	0	0.0
Leuconostoc gelidum subsp. gelidum KCTC 3527	927691	leaf	17150	2	0	0
Mycoplasma capricolum subsp. capripneumoniae M1601	927701	leaf	1024219	1	0	0.0
Lactobacillus reuteri ATCC 53608	927703	leaf	2096156	234	213	0.0
Clostridium botulinum BKT015925	929506	leaf	3208585	2	1	0.0
Hiogispora japonica	929612	species	2276	1	0	0.0
Niabella soli DSM 19437	929713	leaf	4698733	1	0	0.0
Enterobacter sp. EM30A	929783	species	2396	258	0	0
Gibbsiella quercinecans	929813	species	5581269	69	2	0.0
Salmonella phage RE-2010	929814	species	34117	19	0	0
Bipolaris zeicola 26-R-13	930089	leaf	16529294	3	1	0.0
Bipolaris victoriae FI3	930091	leaf	16522536	2	0	0.0
Pseudomonas brassicacearum	930166	species	27562673	1027	24	0
Alcanivorax dieselolei B5	930169	leaf	4928696	29	8	0.0
Bacillus thuringiensis serovar finitimus YBT-020	930170	leaf	5682383	2	0	0.0
Pseudarthrobacter phenanthrenivorans Sphe3	930171	leaf	4545735	6	6	0.0
Escherichia coli O157:HNM	930405	leaf	58952	31	22	0.0
Escherichia coli O157:H16	930406	leaf	5162592	824	230	5.73784e-08
Escherichia coli O157:H39	930407	leaf	59016	206	29	0
Klebsiella sp. HaNA18	930470	species	1463	16	0	0.0
Salmonella enterica subsp. enterica serovar Senftenberg str. ATCC 43845	930772	leaf	5260609	4876	1729	0
Salmonella enterica subsp. enterica serovar Newport str. Levine 1	930778	leaf	4841916	338	5	1.10441e-08
Salmonella enterica subsp. enterica serovar Newport str. Levine 15	930779	leaf	4883715	366	66	0
Listeria monocytogenes J1816	930781	leaf	2948779	2908	2096	1.26113e-07
Listeria monocytogenes J1-220	930782	leaf	3032269	1443	93	1.98527e-55
Halioglobus japonicus	930805	species	4117724	8	0	0.0
Fructobacillus fructosus KCTC 3544	930946	leaf	13436	1	0	0.0
Bacillus sp. PPB10	931117	species	1542	1	0	0
Salmonella sp. ES-B43	931991	species	1192	18	0	0
Pantoea ananatis AJ13355	932677	leaf	4879057	4	0	0.0
Salmonella enterica subsp. enterica serovar Bardo	932733	leaf	4860989	396	5	0
Listeria monocytogenes SLCC2755	932919	leaf	2966683	1118	2	7.10649e-10
Clostridium botulinum B str. Eklund 17B (NRP)	935198	leaf	7695702	8	0	0.0
Rhodococcus sp. p52	935199	species	5425762	2	0	0.0
Yersinia entomophaga	935293	species	4419942	20	1	0
Klebsiella aerogenes EA1509E	935296	leaf	5591105	11	0	0.0
Mesorhizobium loti NZP2037	935546	leaf	8210177	12	0	0.0
Salmonella enterica subsp. enterica serovar Thompson str. ATCC 8391	935705	leaf	4690430	51	0	0
Enterococcus faecalis 62	936153	leaf	3100313	101479	840	4.77485e-06
Streptococcus parauberis KCTC 11537	936154	leaf	2144703	1	0	0.0
Bacillus subtilis BSn5	936156	leaf	4094325	70	20	0
Salmonella enterica subsp. enterica serovar Weltevreden str. 2007-60-3289-1	936157	leaf	4920331	85	2	0
Staphylococcus pseudintermedius HKU10-03	937773	leaf	2618216	593	22	4.0463e-222
Salmonella enterica subsp. enterica serovar Sloterdijk str. ATCC 15791	938141	leaf	4817791	1077	150	0
Salmonella enterica subsp. enterica serovar Choleraesuis str. ATCC 10708	938142	leaf	4943435	4003	122	5.38551e-09
Salmonella enterica subsp. enterica serovar Rubislaw str. ATCC 10717	938143	leaf	4771274	255	44	0
Melissococcus plutonius ATCC 35311	940190	leaf	2085557	4	0	0.0
Salmonella enterica subsp. enterica serovar Inverness str. ATCC 10720	941187	leaf	4989883	4052	160	0
Salmonella enterica subsp. enterica serovar Pomona str. ATCC 10729	941188	leaf	4678025	278	4	0
Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 11511	941189	leaf	4580689	778	29	5.02675e-10
Salmonella enterica subsp. enterica serovar Chester str. ATCC 11997	941190	leaf	4660922	298	86	0
Pseudomonas aeruginosa M18	941193	leaf	6327754	4481	251	2.12831e-08
Escherichia coli O25b:H4	941280	leaf	5483091	35	34	3.73957e-10
Escherichia coli O25b:H4-ST131	941322	leaf	5491284	25	0	0
Escherichia coli VR50	941323	leaf	5196066	227	56	3.23615e-09
Bacillus coagulans 2-6	941639	leaf	3073921	5	5	0.0
Bacillus sp. SXVI7(2011)	941891	species	1463	1	0	0
RNA interference vector pIBB103	944336	species	8505	4	2	0.0
Tetragenococcus halophilus NBRC 12172	945021	leaf	2567964	3	0	0.0
Bacillus sp. S115	946062	species	1456	1	0	0.0
Rhizobacter gummiphilus	946333	species	12805911	12	0	0.0
Salpingoeca rosetta	946362	species	26579461	4	0	0.0
Saccharomyces cerevisiae YJM320	947042	leaf	13476050	93	5	1.74818e-09
Saccharomyces cerevisiae YJM428	947044	leaf	12272595	167	26	4.15645e-09
R6K-based suicide vector pUT399-abrB	947342	species	4916	257	0	0
bacterium MCF9(2011)	948224	species	1372	1	0	0.0
Staphylococcus aureus O11	948561	leaf	2766441	704	99	0
Staphylococcus aureus O46	948563	leaf	2792510	699	34	0
Bacillus sp. LH-CAB14	948625	species	1520	1	1	0
Streptomyces venezuelae ATCC 10712	953739	leaf	8307399	2	0	0.0
Cronobacter sakazakii SP291	956149	leaf	4518784	11	0	0.0
Cupriavidus taiwanensis LMG 19424	977880	leaf	6485008	67	52	0.0
Vibrio phage ICP2	979533	species	49675	1	0	0.0
Vibrio phage ICP2_2006_A	979534	leaf	48626	1	0	0.0
Microbacterium testaceum StLB037	979556	leaf	3993067	4	4	0.0
Leuconostoc sp. C2	979982	species	1882290	25	24	0.0
Strawberry lethal yellows phytoplasma (CPA) str. NZSb11	980422	leaf	963195	1	0	0.0
Xanthomonas axonopodis pv. citrumelo F1	981368	leaf	4967866	4	0	0.0
Brucella vulpis	981386	species	6482320	2	0	0.0
Streptococcus pasteurianus ATCC 43144	981540	leaf	2105722	7	5	0.0
Glaciecola sp. 4H-3-7+YE-5	983545	species	5393948	2	0	0.0
Burkholderia cepacia ATCC 25416	983594	leaf	17219910	1	0	0.0
Bacillus sp. AB263f	983732	species	1477	1	0	0.0
Bacillus sp. AB286d	983753	species	1124	1	0	0.0
Rubrivivax gelatinosus IL144	983917	leaf	5125876	4	2	0.0
Salmonella enterica subsp. enterica serovar Anatum str. ATCC BAA-1592	984211	leaf	4706101	242	0	0
Salmonella enterica subsp. enterica serovar Mbandaka str. ATCC 51958	984237	leaf	4905181	2733	95	5.05585e-09
Hyphopichia burtonii NRRL Y-1933	984485	leaf	9120551	1	1	0.0
Staphylococcus pseudintermedius ED99	984892	leaf	2574325	33	0	0.0
Shigella dysenteriae 1	984897	leaf	1002308	293	0	2.21029e-149
Staphylococcus argenteus	985002	species	11108161	17314	134	1.01397e-08
Staphylococcus aureus subsp. aureus LGA251	985006	leaf	2755955	719	283	1.22819e-08
Polaribacter sejongensis	985043	species	4528599	1	0	0.0
Burkholderia multivorans ATCC BAA-247	985079	leaf	6342290	55	25	0.0
Staphylococcus agnetis	985762	species	2531607	7	3	0
Marinovum algicola DG 898	988812	leaf	5253574	3	1	0.0
Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1	990282	leaf	4915094	37	0	0
Xanthomonas campestris pv. raphani 756C	990315	leaf	4941214	1	0	0.0
Methanothrix soehngenii GP6	990316	leaf	3033400	1	1	0.0
Anaerotignum propionicum DSM 1682	991789	leaf	3132101	1	1	0.0
Clostridium acetobutylicum DSM 1731	991791	leaf	4152931	1	0	0.0
Escherichia coli O121:H19	991915	leaf	5479805	260	1	3.37899e-236
Paenibacillus sp. 5-3	993068	species	1417	1	0	0.0
Pseudomonas brassicacearum subsp. brassicacearum NFM421	994484	leaf	6846664	21	0	0.0
Pseudomonas stutzeri DSM 4166	996285	leaf	4693699	48	1	0
Salmonella enterica subsp. enterica serovar Typhimurium str. L-3553	996633	leaf	5184452	26	23	1.58345e-09
Salmonella enterica subsp. enterica serovar Oranienburg str. 0250	997333	leaf	4648879	595	16	0
Salmonella enterica subsp. enterica serovar Newport str. WA_14882	997339	leaf	4712541	81	8	3.9219e-140
Bacillus sp. 3639BBRRJ	998649	species	1531	1	1	0.0
Escherichia-Pseudomonas shuttle vector pCon2(3)-Zeo	999507	species	8141	198	0	4.08198e-194
Escherichia-Pseudomonas shuttle vector pCon2(3)	999508	species	7692	198	0	4.94754e-05
Escherichia-Pseudomonas shuttle vector pCon2(3)-Kan	999509	species	8659	198	0	0
Burkholderia gladioli BSR3	999541	leaf	9052415	66	23	3.71837e-10
Leisingera methylohalidivorans DSM 14336	999552	leaf	4660037	6	0	0.0
Sphenomorphus variegatus	999656	species	232869	1	1	0.0
Botrytis cinerea T4	999810	leaf	39511426	2	0	0.0
Bacillus amyloliquefaciens TA208	999891	leaf	3937511	1	0	0.0
Bacillus amyloliquefaciens LL3	1001582	leaf	4006890	2	0	0.0
Lactobacillus brevis KB290	1001583	leaf	2596988	145	0	0
Pseudomonas mendocina NK-01	1001585	leaf	5437353	33	3	0
Escherichia coli PCN033	1001989	leaf	5156873	1027	43	2.59607e-09
Solibacillus silvestris StLB046	1002809	leaf	3989287	3	3	0.0
Diploneis subovalis	1003046	species	9955	7	7	0.0
Salmonella enterica subsp. enterica serovar Tennessee str. TXSC_TXSC08-19	1003191	leaf	4864410	190	31	0
Plasmid pMCBF1	1003194	species	62689	47	0	1.41025e-06
Streptomyces cattleya NRRL 8057 = DSM 46488	1003195	leaf	16207140	8	0	0.0
Bacillus cereus C1L	1003239	leaf	6047547	1	0	0.0
Kluyveromyces marxianus DMKU3-1042	1003335	leaf	18401039	4	0	0.0
Streptococcus suis D12	1004952	leaf	2183059	2	0	1.87859e-09
Collimonas fungivorans Ter331	1005048	leaf	5336902	5	0	0.0
Gallibacterium anatis UMN179	1005058	leaf	2694621	2	1	0.0
Bacillus megaterium WSH-002	1006007	leaf	5075655	3	1	0.0
